Iteration,Shape1,Width1,Height1,Color1,Shape2,Width2,Height2,Color2,Shape3,Width3,Height3,Color3,Shape4,Width4,Height4,Color4,Shape5,Width5,Height5,Color5,iteration
243,Rect1,66,14,orange,Rect2,110,30,red,Rect3,120,30,red,Rect4,48,36,yellow,Rect5,308,65,blue,31
244,Rect1,60,18,orange,Rect2,114,38,red,Rect3,114,32,red,Rect4,44,36,yellow,Rect5,302,73,blue,31
245,Rect1,68,22,orange,Rect2,116,36,red,Rect3,118,34,red,Rect4,42,36,yellow,Rect5,304,73,blue,31
246,Rect1,66,20,orange,Rect2,110,36,red,Rect3,114,34,red,Rect4,40,32,yellow,Rect5,306,71,blue,31
247,Rect1,60,22,orange,Rect2,116,38,red,Rect3,116,38,red,Rect4,42,38,yellow,Rect5,300,65,blue,31
248,Rect1,68,12,orange,Rect2,114,32,red,Rect3,110,36,red,Rect4,48,34,yellow,Rect5,302,65,blue,31
249,Rect1,64,20,orange,Rect2,114,38,red,Rect3,120,34,red,Rect4,46,36,yellow,Rect5,306,71,blue,31
250,Rect1,60,12,orange,Rect2,110,32,red,Rect3,118,30,red,Rect4,46,32,yellow,Rect5,310,71,blue,31
251,Rect1,64,12,orange,Rect2,118,30,red,Rect3,112,32,red,Rect4,48,34,yellow,Rect5,304,69,blue,31
252,Rect1,70,22,orange,Rect2,110,36,red,Rect3,112,32,red,Rect4,44,32,yellow,Rect5,302,69,blue,31
253,Rect1,60,22,orange,Rect2,112,32,red,Rect3,114,32,red,Rect4,44,36,yellow,Rect5,302,67,blue,31
254,Rect1,66,20,orange,Rect2,116,30,red,Rect3,118,32,red,Rect4,40,30,yellow,Rect5,310,71,blue,31
255,Rect1,64,14,orange,Rect2,110,34,red,Rect3,116,38,red,Rect4,44,34,yellow,Rect5,306,65,blue,31
256,Rect1,68,20,orange,Rect2,120,40,red,Rect3,112,38,red,Rect4,42,34,yellow,Rect5,306,69,blue,31
257,Rect1,66,22,orange,Rect2,112,38,red,Rect3,110,32,red,Rect4,44,36,yellow,Rect5,302,67,blue,31
258,Rect1,68,20,orange,Rect2,110,30,red,Rect3,118,38,red,Rect4,48,32,yellow,Rect5,310,67,blue,31
259,Rect1,66,12,orange,Rect2,110,34,red,Rect3,114,34,red,Rect4,40,38,yellow,Rect5,306,71,blue,31
260,Rect1,66,20,orange,Rect2,116,32,red,Rect3,116,34,red,Rect4,40,30,yellow,Rect5,306,65,blue,31
261,Rect1,64,22,orange,Rect2,116,40,red,Rect3,110,34,red,Rect4,50,34,yellow,Rect5,306,65,blue,31
262,Rect1,68,18,orange,Rect2,114,32,red,Rect3,112,32,red,Rect4,46,38,yellow,Rect5,302,71,blue,31
263,Rect1,62,16,orange,Rect2,110,38,red,Rect3,114,38,red,Rect4,44,30,yellow,Rect5,304,67,blue,31
264,Rect1,62,14,orange,Rect2,114,32,red,Rect3,114,32,red,Rect4,42,38,yellow,Rect5,306,67,blue,31
265,Rect1,62,18,orange,Rect2,120,38,red,Rect3,112,32,red,Rect4,50,34,yellow,Rect5,304,71,blue,31
266,Rect1,60,16,orange,Rect2,118,30,red,Rect3,114,36,red,Rect4,44,30,yellow,Rect5,310,73,blue,31
267,Rect1,66,20,orange,Rect2,114,40,red,Rect3,118,34,red,Rect4,50,36,yellow,Rect5,308,69,blue,31
268,Rect1,68,20,orange,Rect2,114,34,red,Rect3,114,30,red,Rect4,46,38,yellow,Rect5,308,67,blue,31
269,Rect1,62,16,orange,Rect2,118,34,red,Rect3,110,36,red,Rect4,42,38,yellow,Rect5,306,73,blue,31
270,Rect1,62,12,orange,Rect2,118,32,red,Rect3,118,36,red,Rect4,50,38,yellow,Rect5,300,69,blue,31
271,Rect1,62,20,orange,Rect2,112,30,red,Rect3,116,36,red,Rect4,40,40,yellow,Rect5,308,71,blue,31
272,Rect1,62,18,orange,Rect2,116,30,red,Rect3,116,34,red,Rect4,48,30,yellow,Rect5,300,65,blue,31
273,Rect1,70,22,orange,Rect2,116,36,red,Rect3,116,32,red,Rect4,50,32,yellow,Rect5,304,67,blue,31
274,Rect1,70,20,orange,Rect2,118,40,red,Rect3,110,32,red,Rect4,46,36,yellow,Rect5,306,65,blue,31
275,Rect1,66,16,orange,Rect2,118,36,red,Rect3,116,38,red,Rect4,40,30,yellow,Rect5,300,73,blue,31
276,Rect1,64,14,orange,Rect2,110,32,red,Rect3,116,38,red,Rect4,50,30,yellow,Rect5,310,71,blue,31
277,Rect1,62,18,orange,Rect2,110,40,red,Rect3,112,36,red,Rect4,40,38,yellow,Rect5,300,65,blue,31
278,Rect1,66,22,orange,Rect2,112,30,red,Rect3,116,36,red,Rect4,46,30,yellow,Rect5,306,67,blue,31
279,Rect1,60,12,orange,Rect2,110,30,red,Rect3,116,32,red,Rect4,44,34,yellow,Rect5,308,75,blue,31
280,Rect1,68,22,orange,Rect2,112,34,red,Rect3,118,30,red,Rect4,44,34,yellow,Rect5,304,73,blue,31
281,Rect1,68,18,orange,Rect2,112,36,red,Rect3,120,38,red,Rect4,48,36,yellow,Rect5,306,67,blue,31
282,Rect1,68,12,orange,Rect2,114,36,red,Rect3,110,38,red,Rect4,50,32,yellow,Rect5,310,65,blue,31
283,Rect1,60,12,orange,Rect2,116,40,red,Rect3,118,34,red,Rect4,48,38,yellow,Rect5,302,71,blue,31
284,Rect1,66,22,orange,Rect2,114,40,red,Rect3,114,32,red,Rect4,44,40,yellow,Rect5,308,71,blue,31
285,Rect1,62,20,orange,Rect2,110,30,red,Rect3,120,32,red,Rect4,50,38,yellow,Rect5,304,69,blue,31
286,Rect1,68,12,orange,Rect2,120,36,red,Rect3,112,34,red,Rect4,44,40,yellow,Rect5,308,75,blue,31
287,Rect1,68,18,orange,Rect2,112,34,red,Rect3,114,34,red,Rect4,42,36,yellow,Rect5,304,75,blue,31
288,Rect1,66,14,orange,Rect2,120,36,red,Rect3,118,36,red,Rect4,44,32,yellow,Rect5,302,73,blue,31
289,Rect1,60,18,orange,Rect2,112,32,red,Rect3,118,38,red,Rect4,44,36,yellow,Rect5,300,71,blue,31
290,Rect1,70,20,orange,Rect2,116,32,red,Rect3,116,36,red,Rect4,40,32,yellow,Rect5,308,67,blue,31
291,Rect1,62,16,orange,Rect2,114,32,red,Rect3,112,32,red,Rect4,42,34,yellow,Rect5,304,71,blue,31
292,Rect1,68,14,orange,Rect2,118,30,red,Rect3,116,36,red,Rect4,42,36,yellow,Rect5,300,67,blue,31
293,Rect1,60,12,orange,Rect2,114,36,red,Rect3,116,38,red,Rect4,50,38,yellow,Rect5,308,73,blue,31
294,Rect1,64,12,orange,Rect2,112,32,red,Rect3,110,30,red,Rect4,48,30,yellow,Rect5,306,71,blue,31
295,Rect1,62,12,orange,Rect2,120,32,red,Rect3,116,32,red,Rect4,44,32,yellow,Rect5,304,71,blue,31
296,Rect1,60,14,orange,Rect2,110,38,red,Rect3,110,40,red,Rect4,46,38,yellow,Rect5,302,73,blue,31
297,Rect1,64,18,orange,Rect2,110,36,red,Rect3,110,32,red,Rect4,40,32,yellow,Rect5,302,73,blue,31
298,Rect1,62,20,orange,Rect2,110,30,red,Rect3,120,32,red,Rect4,42,38,yellow,Rect5,302,75,blue,31
299,Rect1,62,16,orange,Rect2,110,36,red,Rect3,114,30,red,Rect4,48,32,yellow,Rect5,300,67,blue,31
300,Rect1,70,14,orange,Rect2,116,38,red,Rect3,112,36,red,Rect4,40,30,yellow,Rect5,300,67,blue,31
301,Rect1,60,18,orange,Rect2,116,34,red,Rect3,114,34,red,Rect4,40,36,yellow,Rect5,302,71,blue,31
302,Rect1,68,22,orange,Rect2,114,34,red,Rect3,112,40,red,Rect4,42,30,yellow,Rect5,302,73,blue,31
303,Rect1,62,14,orange,Rect2,120,34,red,Rect3,112,36,red,Rect4,40,36,yellow,Rect5,300,69,blue,31
304,Rect1,66,16,orange,Rect2,114,32,red,Rect3,116,36,red,Rect4,42,30,yellow,Rect5,306,71,blue,31
305,Rect1,60,22,orange,Rect2,118,34,red,Rect3,116,32,red,Rect4,48,36,yellow,Rect5,306,71,blue,31
306,Rect1,68,22,orange,Rect2,120,38,red,Rect3,112,38,red,Rect4,40,32,yellow,Rect5,302,73,blue,31
307,Rect1,60,14,orange,Rect2,118,30,red,Rect3,118,36,red,Rect4,44,30,yellow,Rect5,302,69,blue,31
308,Rect1,60,12,orange,Rect2,116,36,red,Rect3,112,38,red,Rect4,42,40,yellow,Rect5,306,73,blue,31
309,Rect1,60,16,orange,Rect2,112,30,red,Rect3,114,30,red,Rect4,46,38,yellow,Rect5,300,67,blue,31
310,Rect1,60,16,orange,Rect2,116,38,red,Rect3,118,32,red,Rect4,48,32,yellow,Rect5,300,65,blue,31
311,Rect1,68,12,orange,Rect2,118,34,red,Rect3,118,36,red,Rect4,48,38,yellow,Rect5,306,65,blue,31
312,Rect1,64,14,orange,Rect2,120,34,red,Rect3,116,34,red,Rect4,40,34,yellow,Rect5,310,67,blue,31
313,Rect1,68,18,orange,Rect2,110,38,red,Rect3,116,30,red,Rect4,40,30,yellow,Rect5,302,73,blue,31
314,Rect1,60,18,orange,Rect2,118,30,red,Rect3,116,32,red,Rect4,50,34,yellow,Rect5,308,67,blue,31
315,Rect1,64,22,orange,Rect2,116,32,red,Rect3,112,30,red,Rect4,44,38,yellow,Rect5,308,65,blue,31
316,Rect1,64,16,orange,Rect2,116,32,red,Rect3,116,34,red,Rect4,44,30,yellow,Rect5,302,65,blue,31
317,Rect1,62,22,orange,Rect2,118,36,red,Rect3,118,30,red,Rect4,50,38,yellow,Rect5,302,67,blue,31
318,Rect1,60,18,orange,Rect2,116,30,red,Rect3,110,36,red,Rect4,44,34,yellow,Rect5,302,65,blue,31
319,Rect1,60,20,orange,Rect2,118,36,red,Rect3,110,32,red,Rect4,40,34,yellow,Rect5,302,65,blue,31
320,Rect1,62,16,orange,Rect2,112,34,red,Rect3,116,36,red,Rect4,40,34,yellow,Rect5,302,67,blue,31
321,Rect1,70,14,orange,Rect2,118,34,red,Rect3,114,38,red,Rect4,40,30,yellow,Rect5,302,65,blue,31
322,Rect1,64,14,orange,Rect2,114,32,red,Rect3,112,32,red,Rect4,48,38,yellow,Rect5,302,73,blue,31
323,Rect1,66,14,orange,Rect2,116,30,red,Rect3,114,40,red,Rect4,40,34,yellow,Rect5,310,73,blue,31
324,Rect1,68,20,orange,Rect2,118,36,red,Rect3,114,38,red,Rect4,50,36,yellow,Rect5,310,65,blue,31
325,Rect1,68,16,orange,Rect2,112,36,red,Rect3,114,32,red,Rect4,40,34,yellow,Rect5,302,67,blue,31
326,Rect1,70,12,orange,Rect2,110,36,red,Rect3,118,30,red,Rect4,46,30,yellow,Rect5,310,69,blue,31
327,Rect1,68,12,orange,Rect2,114,32,red,Rect3,120,34,red,Rect4,46,38,yellow,Rect5,302,69,blue,31
328,Rect1,68,16,orange,Rect2,116,30,red,Rect3,116,30,red,Rect4,46,38,yellow,Rect5,306,73,blue,31
329,Rect1,60,20,orange,Rect2,118,36,red,Rect3,112,32,red,Rect4,40,30,yellow,Rect5,310,65,blue,31
330,Rect1,66,12,orange,Rect2,112,32,red,Rect3,114,32,red,Rect4,44,36,yellow,Rect5,308,73,blue,31
331,Rect1,66,12,orange,Rect2,110,38,red,Rect3,116,32,red,Rect4,40,38,yellow,Rect5,308,69,blue,31
332,Rect1,64,18,orange,Rect2,114,36,red,Rect3,110,38,red,Rect4,42,32,yellow,Rect5,310,75,blue,31
333,Rect1,68,20,orange,Rect2,112,34,red,Rect3,112,36,red,Rect4,40,36,yellow,Rect5,302,73,blue,31
334,Rect1,68,14,orange,Rect2,114,30,red,Rect3,120,36,red,Rect4,40,38,yellow,Rect5,306,73,blue,31
335,Rect1,68,12,orange,Rect2,110,34,red,Rect3,120,36,red,Rect4,46,36,yellow,Rect5,300,67,blue,31
336,Rect1,66,12,orange,Rect2,112,30,red,Rect3,112,40,red,Rect4,48,36,yellow,Rect5,300,71,blue,31
337,Rect1,62,12,orange,Rect2,118,40,red,Rect3,120,30,red,Rect4,40,30,yellow,Rect5,304,69,blue,31
338,Rect1,62,18,orange,Rect2,112,40,red,Rect3,114,32,red,Rect4,50,32,yellow,Rect5,308,73,blue,31
339,Rect1,64,14,orange,Rect2,120,32,red,Rect3,110,40,red,Rect4,44,40,yellow,Rect5,308,67,blue,31
340,Rect1,68,16,orange,Rect2,114,38,red,Rect3,114,36,red,Rect4,42,34,yellow,Rect5,306,65,blue,31
341,Rect1,62,18,orange,Rect2,114,30,red,Rect3,114,34,red,Rect4,48,30,yellow,Rect5,300,69,blue,31
342,Rect1,70,22,orange,Rect2,110,40,red,Rect3,114,32,red,Rect4,50,34,yellow,Rect5,300,65,blue,31
343,Rect1,62,16,orange,Rect2,114,34,red,Rect3,110,32,red,Rect4,44,38,yellow,Rect5,302,69,blue,31
344,Rect1,62,12,orange,Rect2,112,32,red,Rect3,112,36,red,Rect4,48,40,yellow,Rect5,302,69,blue,31
345,Rect1,70,22,orange,Rect2,118,30,red,Rect3,118,32,red,Rect4,40,32,yellow,Rect5,310,71,blue,31
346,Rect1,64,18,orange,Rect2,116,32,red,Rect3,110,32,red,Rect4,44,30,yellow,Rect5,308,65,blue,31
347,Rect1,68,16,orange,Rect2,114,34,red,Rect3,116,34,red,Rect4,50,30,yellow,Rect5,300,75,blue,31
348,Rect1,70,20,orange,Rect2,116,36,red,Rect3,110,36,red,Rect4,42,32,yellow,Rect5,310,71,blue,31
349,Rect1,60,12,orange,Rect2,120,38,red,Rect3,114,38,red,Rect4,40,32,yellow,Rect5,304,69,blue,31
350,Rect1,68,12,orange,Rect2,118,34,red,Rect3,116,34,red,Rect4,42,38,yellow,Rect5,306,71,blue,31
351,Rect1,68,12,orange,Rect2,110,34,red,Rect3,118,36,red,Rect4,44,32,yellow,Rect5,308,69,blue,31
352,Rect1,60,12,orange,Rect2,114,38,red,Rect3,110,38,red,Rect4,46,34,yellow,Rect5,304,73,blue,31
353,Rect1,62,14,orange,Rect2,116,30,red,Rect3,112,38,red,Rect4,48,34,yellow,Rect5,302,69,blue,31
354,Rect1,62,16,orange,Rect2,120,30,red,Rect3,118,38,red,Rect4,48,34,yellow,Rect5,310,69,blue,31
355,Rect1,66,12,orange,Rect2,118,32,red,Rect3,118,40,red,Rect4,40,38,yellow,Rect5,304,65,blue,31
356,Rect1,64,18,orange,Rect2,110,32,red,Rect3,112,36,red,Rect4,48,40,yellow,Rect5,306,69,blue,31
357,Rect1,64,22,orange,Rect2,114,34,red,Rect3,118,36,red,Rect4,50,36,yellow,Rect5,310,71,blue,31
358,Rect1,64,20,orange,Rect2,118,32,red,Rect3,116,30,red,Rect4,46,30,yellow,Rect5,302,73,blue,31
359,Rect1,66,18,orange,Rect2,118,30,red,Rect3,116,36,red,Rect4,50,32,yellow,Rect5,304,73,blue,31
360,Rect1,64,18,orange,Rect2,110,32,red,Rect3,112,38,red,Rect4,44,40,yellow,Rect5,300,67,blue,31
361,Rect1,70,20,orange,Rect2,112,32,red,Rect3,116,32,red,Rect4,40,34,yellow,Rect5,304,69,blue,31
362,Rect1,66,18,orange,Rect2,114,30,red,Rect3,118,32,red,Rect4,40,34,yellow,Rect5,310,65,blue,31
363,Rect1,62,20,orange,Rect2,116,38,red,Rect3,120,36,red,Rect4,50,34,yellow,Rect5,308,65,blue,31
364,Rect1,64,18,orange,Rect2,112,40,red,Rect3,116,38,red,Rect4,44,40,yellow,Rect5,306,71,blue,31
365,Rect1,66,16,orange,Rect2,112,34,red,Rect3,110,30,red,Rect4,42,34,yellow,Rect5,308,73,blue,31
366,Rect1,68,12,orange,Rect2,110,36,red,Rect3,110,34,red,Rect4,48,34,yellow,Rect5,306,75,blue,31
367,Rect1,62,16,orange,Rect2,110,36,red,Rect3,120,36,red,Rect4,44,36,yellow,Rect5,302,65,blue,31
368,Rect1,62,20,orange,Rect2,118,32,red,Rect3,116,38,red,Rect4,44,30,yellow,Rect5,308,71,blue,31
369,Rect1,62,14,orange,Rect2,114,40,red,Rect3,116,38,red,Rect4,40,34,yellow,Rect5,308,69,blue,31
370,Rect1,62,12,orange,Rect2,114,36,red,Rect3,116,38,red,Rect4,42,36,yellow,Rect5,306,73,blue,31
371,Rect1,60,12,orange,Rect2,116,32,red,Rect3,112,38,red,Rect4,44,30,yellow,Rect5,304,71,blue,31
372,Rect1,68,12,orange,Rect2,110,34,red,Rect3,118,32,red,Rect4,48,34,yellow,Rect5,302,69,blue,31
373,Rect1,64,18,orange,Rect2,114,32,red,Rect3,118,32,red,Rect4,42,32,yellow,Rect5,308,73,blue,31
374,Rect1,68,16,orange,Rect2,112,38,red,Rect3,116,34,red,Rect4,46,38,yellow,Rect5,306,65,blue,31
375,Rect1,66,14,orange,Rect2,118,34,red,Rect3,116,32,red,Rect4,42,32,yellow,Rect5,300,69,blue,31
376,Rect1,64,14,orange,Rect2,116,38,red,Rect3,114,38,red,Rect4,44,30,yellow,Rect5,300,73,blue,31
377,Rect1,68,12,orange,Rect2,116,30,red,Rect3,114,32,red,Rect4,42,40,yellow,Rect5,302,71,blue,31
378,Rect1,60,16,orange,Rect2,120,36,red,Rect3,118,32,red,Rect4,46,36,yellow,Rect5,302,71,blue,31
379,Rect1,66,18,orange,Rect2,118,34,red,Rect3,112,32,red,Rect4,46,40,yellow,Rect5,308,69,blue,31
380,Rect1,60,16,orange,Rect2,112,30,red,Rect3,110,32,red,Rect4,44,34,yellow,Rect5,302,65,blue,31
381,Rect1,62,14,orange,Rect2,116,34,red,Rect3,112,34,red,Rect4,40,36,yellow,Rect5,300,71,blue,31
382,Rect1,66,18,orange,Rect2,118,38,red,Rect3,114,38,red,Rect4,42,32,yellow,Rect5,310,67,blue,31
383,Rect1,60,16,orange,Rect2,116,32,red,Rect3,112,34,red,Rect4,46,36,yellow,Rect5,300,71,blue,31
384,Rect1,64,20,orange,Rect2,116,40,red,Rect3,112,36,red,Rect4,50,38,yellow,Rect5,310,67,blue,31
385,Rect1,68,22,orange,Rect2,118,38,red,Rect3,118,34,red,Rect4,42,38,yellow,Rect5,306,65,blue,31
386,Rect1,66,16,orange,Rect2,114,32,red,Rect3,112,30,red,Rect4,46,36,yellow,Rect5,300,65,blue,31
387,Rect1,64,12,orange,Rect2,118,30,red,Rect3,120,38,red,Rect4,48,36,yellow,Rect5,304,75,blue,31
388,Rect1,68,20,orange,Rect2,118,32,red,Rect3,110,38,red,Rect4,40,38,yellow,Rect5,308,71,blue,31
389,Rect1,60,16,orange,Rect2,116,32,red,Rect3,118,38,red,Rect4,44,30,yellow,Rect5,310,65,blue,31
390,Rect1,64,12,orange,Rect2,110,32,red,Rect3,112,30,red,Rect4,44,36,yellow,Rect5,304,65,blue,31
391,Rect1,64,14,orange,Rect2,110,32,red,Rect3,118,32,red,Rect4,48,40,yellow,Rect5,304,67,blue,31
392,Rect1,60,18,orange,Rect2,118,38,red,Rect3,114,36,red,Rect4,48,32,yellow,Rect5,304,73,blue,31
393,Rect1,64,22,orange,Rect2,114,32,red,Rect3,116,34,red,Rect4,42,30,yellow,Rect5,300,67,blue,31
394,Rect1,64,18,orange,Rect2,110,32,red,Rect3,112,38,red,Rect4,46,34,yellow,Rect5,304,73,blue,31
395,Rect1,60,16,orange,Rect2,114,36,red,Rect3,116,30,red,Rect4,50,34,yellow,Rect5,302,73,blue,31
396,Rect1,64,14,orange,Rect2,120,34,red,Rect3,118,36,red,Rect4,44,34,yellow,Rect5,308,71,blue,31
397,Rect1,60,14,orange,Rect2,114,32,red,Rect3,112,34,red,Rect4,40,36,yellow,Rect5,304,65,blue,31
398,Rect1,64,14,orange,Rect2,110,36,red,Rect3,112,32,red,Rect4,42,38,yellow,Rect5,310,73,blue,31
399,Rect1,66,14,orange,Rect2,112,40,red,Rect3,118,36,red,Rect4,40,32,yellow,Rect5,300,69,blue,31
400,Rect1,64,20,orange,Rect2,112,36,red,Rect3,114,38,red,Rect4,46,40,yellow,Rect5,300,71,blue,31
401,Rect1,62,16,orange,Rect2,112,36,red,Rect3,118,38,red,Rect4,46,36,yellow,Rect5,302,69,blue,31
402,Rect1,62,16,orange,Rect2,120,30,red,Rect3,118,38,red,Rect4,44,36,yellow,Rect5,306,73,blue,31
403,Rect1,68,16,orange,Rect2,112,32,red,Rect3,118,36,red,Rect4,44,40,yellow,Rect5,306,65,blue,31
404,Rect1,64,20,orange,Rect2,118,36,red,Rect3,120,36,red,Rect4,46,32,yellow,Rect5,304,67,blue,31
405,Rect1,66,20,orange,Rect2,112,34,red,Rect3,116,36,red,Rect4,50,32,yellow,Rect5,308,67,blue,31
406,Rect1,64,16,orange,Rect2,114,34,red,Rect3,114,32,red,Rect4,40,34,yellow,Rect5,300,73,blue,31
407,Rect1,66,20,orange,Rect2,112,34,red,Rect3,118,36,red,Rect4,48,38,yellow,Rect5,308,67,blue,31
408,Rect1,62,20,orange,Rect2,110,34,red,Rect3,112,36,red,Rect4,50,32,yellow,Rect5,308,67,blue,31
409,Rect1,68,18,orange,Rect2,120,38,red,Rect3,110,30,red,Rect4,44,30,yellow,Rect5,304,65,blue,31
410,Rect1,66,22,orange,Rect2,112,36,red,Rect3,110,40,red,Rect4,42,38,yellow,Rect5,300,69,blue,31
411,Rect1,60,16,orange,Rect2,118,36,red,Rect3,116,36,red,Rect4,40,36,yellow,Rect5,308,65,blue,31
412,Rect1,66,22,orange,Rect2,114,30,red,Rect3,110,38,red,Rect4,42,38,yellow,Rect5,306,73,blue,31
413,Rect1,64,12,orange,Rect2,114,38,red,Rect3,116,36,red,Rect4,46,40,yellow,Rect5,308,67,blue,31
414,Rect1,66,12,orange,Rect2,110,32,red,Rect3,118,38,red,Rect4,46,38,yellow,Rect5,308,69,blue,31
415,Rect1,66,20,orange,Rect2,110,36,red,Rect3,114,36,red,Rect4,42,40,yellow,Rect5,300,69,blue,31
416,Rect1,66,18,orange,Rect2,116,34,red,Rect3,118,32,red,Rect4,50,30,yellow,Rect5,306,67,blue,31
417,Rect1,62,18,orange,Rect2,116,36,red,Rect3,112,34,red,Rect4,42,38,yellow,Rect5,302,65,blue,31
418,Rect1,60,22,orange,Rect2,118,30,red,Rect3,110,30,red,Rect4,50,30,yellow,Rect5,300,69,blue,31
419,Rect1,66,20,orange,Rect2,112,32,red,Rect3,120,34,red,Rect4,48,40,yellow,Rect5,308,75,blue,31
420,Rect1,68,18,orange,Rect2,120,36,red,Rect3,120,34,red,Rect4,44,36,yellow,Rect5,302,75,blue,31
421,Rect1,60,16,orange,Rect2,110,30,red,Rect3,118,34,red,Rect4,40,30,yellow,Rect5,304,65,blue,31
422,Rect1,60,18,orange,Rect2,112,38,red,Rect3,120,32,red,Rect4,48,36,yellow,Rect5,308,67,blue,31
423,Rect1,68,22,orange,Rect2,112,38,red,Rect3,116,34,red,Rect4,40,32,yellow,Rect5,306,75,blue,31
424,Rect1,66,18,orange,Rect2,114,32,red,Rect3,116,30,red,Rect4,48,40,yellow,Rect5,306,67,blue,31
425,Rect1,62,16,orange,Rect2,118,36,red,Rect3,118,30,red,Rect4,40,36,yellow,Rect5,300,67,blue,31
426,Rect1,60,20,orange,Rect2,116,32,red,Rect3,112,32,red,Rect4,46,34,yellow,Rect5,306,71,blue,31
427,Rect1,62,18,orange,Rect2,118,30,red,Rect3,112,40,red,Rect4,42,30,yellow,Rect5,304,75,blue,31
428,Rect1,70,12,orange,Rect2,114,38,red,Rect3,116,36,red,Rect4,40,34,yellow,Rect5,300,65,blue,31
429,Rect1,62,20,orange,Rect2,116,40,red,Rect3,114,34,red,Rect4,40,36,yellow,Rect5,306,73,blue,31
430,Rect1,66,18,orange,Rect2,120,36,red,Rect3,118,34,red,Rect4,42,38,yellow,Rect5,300,75,blue,31
431,Rect1,70,12,orange,Rect2,116,30,red,Rect3,110,36,red,Rect4,44,34,yellow,Rect5,310,75,blue,31
432,Rect1,62,18,orange,Rect2,114,36,red,Rect3,114,30,red,Rect4,40,38,yellow,Rect5,304,71,blue,31
433,Rect1,60,14,orange,Rect2,120,32,red,Rect3,118,30,red,Rect4,44,30,yellow,Rect5,306,71,blue,31
434,Rect1,68,14,orange,Rect2,118,40,red,Rect3,112,32,red,Rect4,46,30,yellow,Rect5,308,65,blue,31
435,Rect1,66,14,orange,Rect2,112,36,red,Rect3,120,36,red,Rect4,46,40,yellow,Rect5,300,71,blue,31
436,Rect1,60,16,orange,Rect2,120,36,red,Rect3,112,38,red,Rect4,40,36,yellow,Rect5,304,73,blue,31
437,Rect1,66,14,orange,Rect2,114,38,red,Rect3,110,36,red,Rect4,40,36,yellow,Rect5,308,69,blue,31
438,Rect1,60,20,orange,Rect2,114,30,red,Rect3,114,30,red,Rect4,46,32,yellow,Rect5,308,67,blue,31
439,Rect1,62,12,orange,Rect2,112,36,red,Rect3,118,30,red,Rect4,46,34,yellow,Rect5,310,71,blue,31
440,Rect1,62,20,orange,Rect2,118,34,red,Rect3,114,30,red,Rect4,42,32,yellow,Rect5,300,67,blue,31
441,Rect1,68,14,orange,Rect2,116,30,red,Rect3,120,38,red,Rect4,48,30,yellow,Rect5,304,71,blue,31
442,Rect1,66,16,orange,Rect2,114,36,red,Rect3,118,30,red,Rect4,44,30,yellow,Rect5,304,65,blue,31
443,Rect1,62,18,orange,Rect2,114,34,red,Rect3,116,30,red,Rect4,42,38,yellow,Rect5,310,73,blue,31
444,Rect1,70,20,orange,Rect2,110,40,red,Rect3,114,38,red,Rect4,44,34,yellow,Rect5,304,73,blue,31
445,Rect1,66,14,orange,Rect2,116,38,red,Rect3,118,40,red,Rect4,42,34,yellow,Rect5,308,73,blue,31
446,Rect1,60,16,orange,Rect2,120,38,red,Rect3,112,38,red,Rect4,40,32,yellow,Rect5,302,75,blue,31
447,Rect1,70,14,orange,Rect2,112,32,red,Rect3,118,32,red,Rect4,50,30,yellow,Rect5,300,69,blue,31
448,Rect1,62,16,orange,Rect2,120,36,red,Rect3,112,36,red,Rect4,46,32,yellow,Rect5,306,73,blue,31
449,Rect1,62,18,orange,Rect2,110,34,red,Rect3,114,32,red,Rect4,40,30,yellow,Rect5,310,65,blue,31
450,Rect1,60,18,orange,Rect2,120,30,red,Rect3,116,36,red,Rect4,42,34,yellow,Rect5,308,65,blue,31
451,Rect1,62,14,orange,Rect2,116,30,red,Rect3,114,30,red,Rect4,44,32,yellow,Rect5,306,69,blue,31
452,Rect1,62,16,orange,Rect2,114,36,red,Rect3,114,40,red,Rect4,40,32,yellow,Rect5,306,73,blue,31
453,Rect1,68,12,orange,Rect2,118,40,red,Rect3,112,34,red,Rect4,42,36,yellow,Rect5,310,71,blue,31
454,Rect1,60,22,orange,Rect2,118,38,red,Rect3,110,36,red,Rect4,48,34,yellow,Rect5,302,69,blue,31
455,Rect1,66,18,orange,Rect2,112,36,red,Rect3,112,34,red,Rect4,46,34,yellow,Rect5,306,71,blue,31
456,Rect1,66,16,orange,Rect2,116,32,red,Rect3,110,38,red,Rect4,44,38,yellow,Rect5,308,69,blue,31
457,Rect1,70,22,orange,Rect2,116,34,red,Rect3,112,36,red,Rect4,40,40,yellow,Rect5,306,73,blue,31
458,Rect1,70,18,orange,Rect2,114,36,red,Rect3,118,38,red,Rect4,48,32,yellow,Rect5,302,71,blue,31
459,Rect1,60,14,orange,Rect2,114,30,red,Rect3,112,36,red,Rect4,40,30,yellow,Rect5,308,69,blue,31
460,Rect1,64,16,orange,Rect2,116,34,red,Rect3,114,32,red,Rect4,46,34,yellow,Rect5,310,67,blue,31
461,Rect1,62,14,orange,Rect2,118,38,red,Rect3,116,36,red,Rect4,40,38,yellow,Rect5,304,71,blue,31
462,Rect1,60,18,orange,Rect2,114,34,red,Rect3,118,32,red,Rect4,42,34,yellow,Rect5,306,65,blue,31
